DBSFH1, 04/13/24,INC,REP,E(WM0265) 05 2024-25 CURRENT YR BUILDING AID RATIO,F(WE0081) 03 SEL BLDG AID RATIO 23-24 BL AID<7/1/00,G(NO0391) 05 SEL BLDG AID RATIO 24-25 BL AID<7/1/98,H(MA0015) 0A LEGEND FOR CURRENT YEAR BLDG AID,I(NO0396) 05 INCENTIVE DECIMAL FOR EXP>=7/1/98,"J(NO0397) 05 SEL AID RATIO, APPR >= 7/1/98",K(WE0096) 03 SEL BLDG AID RATIO FOR 99-00 BLDG AID,L(NO0400) 05 LOW INCOME BLDG AID RATIO >= 7/1/00,M(NO0402) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/00,N(NO0403) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/00,O(NO0406) 05 LOW INCOME BLDG AID RATIO >= 7/1/05,"P(MI0014) 00 2003 NEED/RESOURCE CAPACITY CODE, 1-4=HI NEED","Q(NO0407) 05 HNSBAR: HIGH NEED, FOR EXP >= 7/1/05",R(NO0408) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/05,S(NO0409) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/05,T(NO0580) 02 REORG BLDG INCENTVE RATIO(.25 OR .30),U(NO0696) 00 BLDG LEASE EXPENDITURES,V(NO0697) 00 BLDG AMORT-RETRO EXPENDITURES,W(NO0698) 00 BLDG AMORT-PROSP EXPENDITURES,X(NO0695) 00 BLDG AMORT-CAP OUTLAY EXPENDITURES,Y(NO0699) 00 BLDG 2023 DEFERD JULY EXPENDITURES,Z(NO0703) 00 BLDG 2022 DEFERD JULY EXPENDITURES,AA(NO0700) 00 BLDG NYC UNCONFIRMED EXPENDITURES,AB(NO0701) 00 BLDG REFUND/REFIN EXPENDITURES (A.R.),AC(NO0702) 00 BLDG REFUND/REFIN EXPENDITURES (100%),AD(NO0567) 00 BLDG EXPENDITURE FOR 3 CAP OUTLAY EXCEPTIONS,"AE(B10171) 00 BLDG EXPENDITURE FOR METAL DETECTORS,ETC.","AF(NO0386) 05 AID RATIO FOR METAL DETECTORS,ETC. AID",AG(NO0727) 00 BLDG EXP. FOR WATER TESTING,AH(NO0728) 05 AID RATIO FOR WATER TESTING
581012,MATTITUCK-CUTC,1,0,0.000,0.085,0.085,90-91 BLD AR ,0.100,0.185,0.085,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.30,0,0,"373,037",0,0,0,0,0,0,0,0,0.100,0,0.000
590501,FALLSBURG,1,0,0.706,0.717,0.717,22-23 BLD AR ,0.100,0.817,0.648,0.000,0.100,0.806,0.000,4,0.035,0.100,0.841,0.00,0,0,"2,407,050",0,0,0,0,0,0,0,0,0.806,"1,000",0.741
590801,ELDRED,1,0,0.072,0.449,0.449,05-06 BLD AR ,0.100,0.549,0.380,0.000,0.100,0.380,0.000,5,0.000,0.100,0.380,0.00,0,0,"620,758",0,0,0,0,0,0,0,"4,000",0.172,"1,000",0.280
590901,LIBERTY,1,0,0.785,0.797,0.797,NO DATA      ,0.100,0.897,0.665,0.000,0.100,0.885,0.000,4,0.039,0.100,0.924,0.00,0,0,"3,893,610",0,0,0,0,0,0,"100,000",0,0.885,0,0.824
591201,TRI VALLEY,1,0,0.298,0.453,0.453,06-07 BLD AR ,0.100,0.553,0.451,0.000,0.100,0.451,0.000,5,0.000,0.100,0.451,0.00,0,0,"1,246,006",0,0,0,0,0,0,0,0,0.398,850,0.351
591301,ROSCOE,1,0,0.169,0.519,0.519,93-94 BLD AR ,0.100,0.619,0.519,0.000,0.100,0.519,0.000,5,0.000,0.100,0.519,0.00,0,0,"475,078",0,0,0,0,0,0,0,0,0.269,0,0.419
591302,LIVINGSTON MAN,1,0,0.289,0.660,0.660,93-94 BLD AR ,0.100,0.760,0.660,0.000,0.100,0.660,0.000,4,0.028,0.100,0.688,0.00,0,0,"319,100",0,0,0,0,0,0,"100,000",0,0.389,0,0.588
591401,MONTICELLO,1,0,0.494,0.537,0.537,21-22 BLD AR ,0.100,0.637,0.526,0.000,0.100,0.594,0.000,4,0.024,0.100,0.618,0.00,0,0,"2,079,060",0,0,0,0,0,0,0,0,0.594,0,0.518
591502,SULLIVAN WEST,1,0,0.289,0.704,0.704,93-94 BLD AR ,0.100,0.804,0.704,0.000,0.100,0.704,0.000,5,0.000,0.100,0.704,0.30,0,"2,969,779","638,036",0,0,0,0,0,0,0,0,0.389,"4,060",0.604
600101,WAVERLY,1,0,0.821,0.869,0.869,10-11 BLD AR ,0.081,0.950,0.861,0.000,0.100,0.921,0.000,4,0.041,0.100,0.962,0.00,0,0,"4,398,224",0,0,0,0,0,0,"100,000","10,226",0.921,0,0.862
600301,CANDOR,1,0,0.813,0.872,0.872,93-94 BLD AR ,0.078,0.950,0.872,0.000,0.100,0.913,0.000,5,0.000,0.100,0.913,0.00,0,0,"2,186,640",0,0,0,0,0,0,"100,000","35,000",0.913,0,0.813
600402,NEWARK VALLEY,1,0,0.807,0.864,0.864,93-94 BLD AR ,0.086,0.950,0.864,0.000,0.100,0.907,0.000,5,0.000,0.100,0.907,0.00,0,0,"1,550,988",0,0,0,0,0,0,0,0,0.907,"10,000",0.807
600601,OWEGO-APALACHI,1,0,0.767,0.781,0.781,NO DATA      ,0.100,0.881,0.756,0.000,0.100,0.867,0.000,5,0.000,0.100,0.867,0.00,0,0,"3,854,440",0,0,0,0,0,0,"100,000",0,0.867,0,0.767
600801,SPENCER VAN ET,1,0,0.747,0.853,0.853,93-94 BLD AR ,0.097,0.950,0.853,0.000,0.100,0.853,0.000,5,0.000,0.100,0.853,0.25,0,0,"2,049,686",0,0,0,0,0,0,0,"35,000",0.847,0,0.753
600903,TIOGA,1,0,0.803,0.879,0.879,93-94 BLD AR ,0.071,0.950,0.879,0.000,0.100,0.903,0.000,4,0.040,0.100,0.943,0.00,0,0,"1,348,958",0,0,0,0,0,0,"100,000",0,0.903,0,0.843
610301,DRYDEN,1,0,0.679,0.816,0.816,93-94 BLD AR ,0.100,0.916,0.816,0.000,0.100,0.816,0.000,5,0.000,0.100,0.816,0.00,0,0,"3,333,246",0,0,0,0,0,0,"100,000","35,000",0.779,0,0.716
610501,GROTON,1,0,0.778,0.885,0.885,93-94 BLD AR ,0.065,0.950,0.885,0.000,0.100,0.885,0.000,5,0.000,0.100,0.885,0.00,0,0,"1,829,118",0,0,0,0,0,0,0,"35,000",0.878,0,0.785
610600,ITHACA,1,0,0.435,0.581,0.581,93-94 BLD AR ,0.100,0.681,0.581,0.000,0.100,0.581,0.000,5,0.000,0.100,0.581,0.00,0,0,"6,544,152",0,0,0,0,0,0,"100,000","90,000",0.535,0,0.481
610801,LANSING,1,0,0.581,0.628,0.628,93-94 BLD AR ,0.100,0.728,0.628,0.000,0.100,0.681,0.000,5,0.000,0.100,0.681,0.00,0,0,"2,522,934",0,0,0,0,0,0,"100,000",0,0.681,0,0.581
610901,NEWFIELD,1,0,0.753,0.848,0.848,93-94 BLD AR ,0.100,0.948,0.848,0.000,0.100,0.853,0.000,4,0.037,0.100,0.890,0.00,0,0,"2,268,140",0,0,0,0,0,0,"100,000","30,000",0.853,500,0.790
611001,TRUMANSBURG,1,0,0.647,0.821,0.821,93-94 BLD AR ,0.100,0.921,0.821,0.000,0.100,0.821,0.000,5,0.000,0.100,0.821,0.00,0,0,"3,543,226",0,0,0,0,0,0,0,"4,000",0.747,0,0.721
620600,KINGSTON,1,0,0.568,0.635,0.635,22-23 BLD AR ,0.100,0.735,0.576,0.000,0.100,0.668,0.000,3,0.028,0.100,0.696,0.00,0,0,"11,827,700",0,0,0,0,0,0,0,0,0.668,0,0.596
620803,HIGHLAND,1,0,0.585,0.662,0.662,93-94 BLD AR ,0.100,0.762,0.662,0.000,0.100,0.685,0.000,5,0.000,0.100,0.685,0.00,0,0,"2,238,809",0,0,0,0,0,0,0,"35,000",0.685,"8,600",0.585
620901,RONDOUT VALLEY,1,0,0.316,0.655,0.655,93-94 BLD AR ,0.100,0.755,0.655,0.000,0.100,0.655,0.000,5,0.000,0.100,0.655,0.00,0,0,"5,977,520",0,0,0,0,0,0,0,0,0.416,0,0.555
621001,MARLBORO,1,0,0.637,0.663,0.663,21-22 BLD AR ,0.100,0.763,0.009,0.000,0.100,0.737,0.000,5,0.000,0.100,0.737,0.25,0,0,"2,806,080",0,0,0,0,0,0,0,0,0.737,0,0.637
621101,NEW PALTZ,1,0,0.415,0.607,0.607,90-91 BLD AR ,0.100,0.707,0.607,0.000,0.100,0.607,0.000,5,0.000,0.100,0.607,0.00,0,0,"3,520,188",0,0,0,0,0,0,"100,000",0,0.515,"2,200",0.507
621201,ONTEORA,1,0,0.000,0.310,0.310,93-94 BLD AR ,0.100,0.410,0.310,0.000,0.100,0.310,0.000,5,0.000,0.100,0.310,0.00,0,0,"1,786,708",0,0,0,0,0,0,0,0,0.100,0,0.210
621601,SAUGERTIES,1,0,0.514,0.668,0.668,05-06 BLD AR ,0.100,0.768,0.660,0.000,0.100,0.660,0.000,5,0.000,0.100,0.660,0.00,0,0,"1,942,324",0,"15,970",0,0,0,0,"100,000",0,0.614,0,0.560
621801,WALLKILL,1,0,0.674,0.741,0.741,91-92 BLD AR ,0.100,0.841,0.741,0.000,0.100,0.774,0.000,5,0.000,0.100,0.774,0.00,0,0,"1,313,502",0,0,0,0,0,0,0,0,0.774,0,0.674
622002,ELLENVILLE,1,0,0.569,0.637,0.637,93-94 BLD AR ,0.100,0.737,0.637,0.000,0.100,0.669,0.000,4,0.028,0.100,0.697,0.00,0,0,"1,439,677",0,0,0,0,0,0,"100,000",0,0.669,0,0.597
630101,BOLTON,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"357,890",0,0,0,0,0,0,0,"35,000",0.100,200,0.000
630202,NORTH WARREN,1,0,0.000,0.324,0.324,93-94 BLD AR ,0.100,0.424,0.324,0.000,0.100,0.324,0.000,5,0.000,0.100,0.324,0.25,0,0,"4,380",0,0,0,0,"2,484","41,174","100,000",0,0.100,0,0.224
630300,GLENS FALLS,1,0,0.677,0.751,0.751,93-94 BLD AR ,0.100,0.851,0.751,0.000,0.100,0.777,0.000,5,0.000,0.100,0.777,0.00,0,0,"2,192,724",0,0,0,0,0,0,0,"15,000",0.777,0,0.677
630601,JOHNSBURG,1,0,0.072,0.584,0.584,93-94 BLD AR ,0.100,0.684,0.584,0.000,0.100,0.584,0.000,5,0.000,0.100,0.584,0.00,0,0,"436,528",0,"37,740","18,870",0,0,0,0,0,0.172,"1,997",0.484
630701,LAKE GEORGE,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"925,268",0,0,0,0,0,0,"100,000",0,0.100,0,0.000
630801,HADLEY LUZERNE,1,0,0.169,0.580,0.580,93-94 BLD AR ,0.100,0.680,0.580,0.000,0.100,0.580,0.000,5,0.000,0.100,0.580,0.00,0,0,"997,276",0,0,0,0,0,0,0,0,0.269,0,0.480
630902,QUEENSBURY,1,0,0.633,0.709,0.709,91-92 BLD AR ,0.100,0.809,0.709,0.000,0.100,0.733,0.000,5,0.000,0.100,0.733,0.00,0,0,"5,001,890",0,0,0,0,0,0,0,"15,000",0.733,0,0.633
630918,GLENS FALLS CO,1,0,0.632,0.637,0.637,93-94 BLD AR ,0.100,0.737,0.637,0.000,0.100,0.732,0.000,3,0.031,0.100,0.763,0.00,0,0,"86,118",0,0,0,0,0,0,"100,000","35,000",0.732,550,0.663
631201,WARRENSBURG,1,0,0.546,0.771,0.771,93-94 BLD AR ,0.100,0.871,0.771,0.000,0.100,0.771,0.000,4,0.033,0.100,0.804,0.00,0,"15,198","1,317,326",0,0,0,0,0,0,"100,000","25,000",0.646,0,0.704
640101,ARGYLE,1,0,0.665,0.830,0.830,93-94 BLD AR ,0.100,0.930,0.830,0.000,0.100,0.830,0.000,5,0.000,0.100,0.830,0.00,0,0,"616,938",0,0,0,0,0,0,"100,000","34,133",0.765,0,0.730
640502,FORT ANN,1,0,0.561,0.761,0.761,93-94 BLD AR ,0.100,0.861,0.761,0.000,0.100,0.761,0.000,5,0.000,0.100,0.761,0.00,0,0,"320,442",0,0,0,0,0,0,"100,000","30,000",0.661,0,0.661
640601,FORT EDWARD,1,1,0.767,0.870,0.870,93-94 BLD AR ,0.080,0.950,0.870,0.000,0.100,0.870,0.000,3,0.038,0.100,0.908,0.00,0,0,"919,164",0,0,0,0,0,0,0,"11,378",0.867,0,0.808
640701,GRANVILLE,1,0,0.749,0.841,0.841,06-07 BLD AR ,0.100,0.941,0.810,0.000,0.100,0.849,0.000,4,0.037,0.100,0.886,0.00,0,0,"2,053,123",0,0,0,0,0,0,"100,000","35,000",0.849,0,0.786
640801,GREENWICH,1,0,0.639,0.819,0.819,93-94 BLD AR ,0.100,0.919,0.819,0.000,0.100,0.819,0.000,5,0.000,0.100,0.819,0.00,0,0,"1,437,163",0,0,0,0,0,0,"100,000",0,0.739,0,0.719
641001,HARTFORD,1,0,0.734,0.854,0.854,93-94 BLD AR ,0.096,0.950,0.854,0.000,0.100,0.854,0.000,5,0.000,0.100,0.854,0.00,0,0,"324,990",0,0,0,0,0,0,"100,000","34,000",0.834,"2,000",0.754
641301,HUDSON FALLS,1,0,0.767,0.848,0.848,93-94 BLD AR ,0.100,0.948,0.848,0.000,0.100,0.867,0.000,4,0.038,0.100,0.905,0.00,0,0,"2,558,828",0,0,0,0,0,0,"100,000","35,000",0.867,"20,000",0.805
641401,PUTNAM,1,0,0.000,0.126,0.126,81-82 BLD AR ,0.100,0.226,0.126,0.000,0.100,0.126,0.000,5,0.000,0.100,0.126,0.00,0,0,0,0,0,0,0,0,0,0,0,0.100,0,0.026
641501,SALEM,1,0,0.707,0.801,0.801,93-94 BLD AR ,0.100,0.901,0.801,0.000,0.100,0.807,0.000,5,0.000,0.100,0.807,0.00,0,0,"1,993,528",0,0,0,0,0,0,0,0,0.807,0,0.707
641610,CAMBRIDGE,1,0,0.697,0.795,0.795,93-94 BLD AR ,0.100,0.895,0.795,0.000,0.100,0.797,0.000,5,0.000,0.100,0.797,0.00,0,0,"2,838,812",0,0,0,0,0,0,"100,000",0,0.797,0,0.697
641701,WHITEHALL,1,0,0.601,0.782,0.782,93-94 BLD AR ,0.100,0.882,0.782,0.000,0.100,0.782,0.000,5,0.000,0.100,0.782,0.00,0,0,"1,735,798",0,0,0,0,0,0,0,0,0.701,0,0.682
650101,NEWARK,1,0,0.807,0.840,0.840,21-22 BLD AR ,0.100,0.940,0.808,0.000,0.100,0.907,0.000,4,0.040,0.100,0.947,0.00,0,0,"4,316,474",0,0,0,0,0,0,0,0,0.907,0,0.847
650301,CLYDE-SAVANNAH,1,0,0.829,0.862,0.862,10-11 BLD AR ,0.088,0.950,0.854,0.000,0.100,0.929,0.000,4,0.041,0.100,0.970,0.25,0,0,"3,486,988",0,0,0,0,0,0,"550,000","35,000",0.929,250,0.870
650501,LYONS,1,0,0.825,0.861,0.861,10-11 BLD AR ,0.089,0.950,0.838,0.000,0.100,0.925,0.000,4,0.041,0.100,0.966,0.00,0,"146,403","998,065","7,189",0,0,0,290,"16,013","100,000",0,0.925,0,0.866
650701,MARION,1,0,0.743,0.843,0.843,10-11 BLD AR ,0.100,0.943,0.833,0.000,0.100,0.843,0.000,5,0.000,0.100,0.843,0.00,0,"128,518","1,933,610",0,0,0,0,204,"9,424","100,000","35,000",0.843,0,0.743
650801,WAYNE,1,0,0.635,0.706,0.706,10-11 BLD AR ,0.100,0.806,0.673,0.000,0.100,0.735,0.000,5,0.000,0.100,0.735,0.00,0,0,"2,114,844",0,0,0,0,0,0,"94,647",0,0.735,0,0.635
650901,PALMYRA-MACEDO,1,0,0.744,0.808,0.808,09-10 BLD AR ,0.100,0.908,0.784,0.000,0.100,0.844,0.000,5,0.000,0.100,0.844,0.00,0,"157,372","2,882,276",0,0,0,0,0,0,"100,000","35,000",0.844,0,0.744
650902,GANANDA,1,0,0.770,0.844,0.844,10-11 BLD AR ,0.100,0.944,0.832,0.000,0.100,0.870,0.000,5,0.000,0.100,0.870,0.00,0,0,"2,626,030",0,0,0,0,0,0,"100,000","35,000",0.870,0,0.770
651201,SODUS,1,0,0.765,0.812,0.812,93-94 BLD AR ,0.100,0.912,0.812,0.000,0.100,0.865,0.000,4,0.038,0.100,0.903,0.00,0,0,"2,922,214",0,0,0,0,0,0,0,0,0.865,0,0.803
651402,WILLIAMSON,1,0,0.743,0.796,0.796,10-11 BLD AR ,0.100,0.896,0.772,0.000,0.100,0.843,0.000,5,0.000,0.100,0.843,0.00,0,0,"1,385,144",0,0,0,0,0,0,"100,000","35,000",0.843,0,0.743
651501,N. ROSE-WOLCOT,1,0,0.677,0.800,0.800,93-94 BLD AR ,0.100,0.900,0.800,0.000,0.100,0.800,0.000,4,0.035,0.100,0.835,0.25,0,0,"2,628,492",0,0,0,0,0,0,"100,000",0,0.777,0,0.735
651503,RED CREEK,1,0,0.768,0.853,0.853,93-94 BLD AR ,0.097,0.950,0.853,0.000,0.100,0.868,0.000,4,0.038,0.100,0.906,0.00,0,0,"2,670,046",0,0,0,0,0,0,"100,000",0,0.868,0,0.806
660101,KATONAH LEWISB,1,0,0.225,0.253,0.253,81-82 BLD AR ,0.100,0.353,0.253,0.000,0.100,0.325,0.000,6,0.000,0.100,0.325,0.00,0,0,"2,424,549",275,"4,146","2,073",0,0,0,0,0,0.325,"25,000",0.225
660102,BEDFORD,1,0,0.000,0.004,0.004,NO DATA      ,0.100,0.104,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"3,445,220",0,0,0,0,0,0,0,0,0.100,"3,000",0.000
660202,CROTON HARMON,1,0,0.332,0.359,0.359,NO DATA      ,0.100,0.459,0.211,0.000,0.100,0.432,0.000,6,0.000,0.100,0.432,0.00,0,0,"4,059,815",0,0,0,0,0,0,0,"35,000",0.432,"18,092",0.332
660203,HENDRICK HUDSO,1,1,0.337,0.223,0.337,CURRENT YEAR ,0.100,0.437,0.000,0.000,0.100,0.437,0.000,6,0.000,0.100,0.437,0.00,0,0,"317,234",0,0,0,0,0,0,0,"24,297",0.437,"20,000",0.337
660301,EASTCHESTER,1,0,0.273,0.341,0.341,NO DATA      ,0.100,0.441,0.153,0.000,0.100,0.373,0.000,6,0.000,0.100,0.373,0.00,0,0,"4,702,824",0,"222,664",0,0,0,0,0,0,0.373,0,0.273
660302,TUCKAHOE,1,0,0.230,0.285,0.285,NO DATA      ,0.100,0.385,0.133,0.000,0.100,0.330,0.000,6,0.000,0.100,0.330,0.00,0,0,"538,140",0,0,0,0,0,0,0,0,0.330,0,0.230
660303,BRONXVILLE,1,0,0.064,0.201,0.201,81-82 BLD AR ,0.100,0.301,0.201,0.000,0.100,0.201,0.000,6,0.000,0.100,0.201,0.00,0,0,"1,012,254",0,0,0,0,0,0,0,"20,000",0.164,0,0.101
660401,TARRYTOWN,1,0,0.456,0.503,0.503,NO DATA      ,0.100,0.603,0.183,0.000,0.100,0.556,0.000,5,0.000,0.100,0.556,0.00,0,0,"602,186",0,0,0,0,0,0,0,"34,845",0.556,"15,000",0.456
660402,IRVINGTON,1,0,0.224,0.255,0.255,NO DATA      ,0.100,0.355,0.078,0.000,0.100,0.324,0.000,6,0.000,0.100,0.324,0.00,0,0,"2,962,368","153,151",0,0,0,0,0,0,0,0.324,"8,000",0.224
660403,DOBBS FERRY,1,0,0.417,0.462,0.462,NO DATA      ,0.100,0.562,0.370,0.000,0.100,0.517,0.000,6,0.000,0.100,0.517,0.00,0,0,"2,770,942",0,0,0,0,0,0,0,0,0.517,0,0.417
660404,HASTINGS ON HU,1,0,0.375,0.424,0.424,81-82 BLD AR ,0.100,0.524,0.424,0.000,0.100,0.475,0.000,6,0.000,0.100,0.475,0.00,0,0,"1,812,584",0,0,0,0,0,0,0,0,0.475,0,0.375
660405,ARDSLEY,1,0,0.428,0.470,0.470,NO DATA      ,0.100,0.570,0.323,0.000,0.100,0.528,0.000,6,0.000,0.100,0.528,0.00,0,0,"3,115,838",0,0,0,0,0,0,0,0,0.528,0,0.428
660406,EDGEMONT,1,0,0.351,0.395,0.395,NO DATA      ,0.100,0.495,0.215,0.000,0.100,0.451,0.000,6,0.000,0.100,0.451,0.00,0,0,"2,060,777",0,0,0,0,0,0,0,0,0.451,0,0.351
660407,GREENBURGH,1,0,0.000,0.048,0.048,83-84 BLD AR ,0.100,0.148,0.048,0.000,0.100,0.100,0.000,5,0.000,0.100,0.100,0.25,0,0,"207,198",0,0,0,0,0,0,0,0,0.100,0,0.000
660409,ELMSFORD,1,0,0.218,0.239,0.239,NO DATA      ,0.100,0.339,0.000,0.000,0.100,0.318,0.000,5,0.000,0.100,0.318,0.00,0,0,"1,382,138",0,0,0,0,0,0,0,0,0.318,0,0.218
660501,HARRISON,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.25,0,0,"3,260,550",0,0,0,0,0,0,0,0,0.100,"20,000",0.000
660701,MAMARONECK,1,0,0.153,0.237,0.237,81-82 BLD AR ,0.100,0.337,0.237,0.000,0.100,0.253,0.000,6,0.000,0.100,0.253,0.00,0,0,"4,604,704",0,0,0,0,0,0,0,0,0.253,0,0.153
660801,MT PLEAS CENT,1,0,0.225,0.369,0.369,81-82 BLD AR ,0.100,0.469,0.369,0.000,0.100,0.369,0.000,6,0.000,0.100,0.369,0.00,0,0,"4,252,602",0,0,0,0,0,0,0,0,0.325,0,0.269
660802,POCANTICO HILL,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"1,897,178",0,0,0,0,0,0,0,0,0.100,"7,130",0.000
660805,VALHALLA,1,0,0.222,0.272,0.272,NO DATA      ,0.100,0.372,0.168,0.000,0.100,0.322,0.000,6,0.000,0.100,0.322,0.00,0,"979,357","1,273,714",0,0,0,0,0,0,"100,000",0,0.322,"28,273",0.222
660809,PLEASANTVILLE,1,0,0.432,0.459,0.459,NO DATA      ,0.100,0.559,0.390,0.000,0.100,0.532,0.000,6,0.000,0.100,0.532,0.00,0,"1,004,852","3,437,020",0,0,0,0,0,0,0,"35,000",0.532,0,0.432
660900,MOUNT VERNON,1,0,0.563,0.654,0.654,16-17 BLD AR ,0.100,0.754,0.625,0.000,0.100,0.663,0.000,3,0.028,0.100,0.691,0.00,0,"39,498","13,760,066",0,0,0,0,0,0,"100,000",0,0.663,0,0.591
661004,CHAPPAQUA,1,0,0.325,0.336,0.336,81-82 BLD AR ,0.100,0.436,0.336,0.000,0.100,0.425,0.000,6,0.000,0.100,0.425,0.00,0,"2,000,305","4,321,194",0,"79,730","10,624",0,0,0,0,0,0.425,0,0.325
661100,NEW ROCHELLE,1,0,0.479,0.478,0.479,CURRENT YEAR ,0.100,0.579,0.258,0.000,0.100,0.579,0.000,5,0.000,0.100,0.579,0.00,0,0,"5,852,680",0,0,0,0,0,0,"99,999",0,0.579,0,0.479
661201,BYRAM HILLS,1,0,0.000,0.041,0.041,81-82 BLD AR ,0.100,0.141,0.041,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"639,620",0,"77,557","15,828",0,0,0,0,0,0.100,0,0.000
661301,NORTH SALEM,1,0,0.049,0.170,0.170,81-82 BLD AR ,0.100,0.270,0.170,0.000,0.100,0.170,0.000,6,0.000,0.100,0.170,0.00,0,0,"1,080,682",0,0,0,0,0,0,0,0,0.149,0,0.070
661401,OSSINING,1,0,0.575,0.590,0.590,NO DATA      ,0.100,0.690,0.286,0.000,0.100,0.675,0.000,5,0.000,0.100,0.675,0.00,0,0,"4,711,365",0,0,0,0,0,0,0,0,0.675,0,0.575
661402,BRIARCLIFF MAN,1,0,0.235,0.303,0.303,81-82 BLD AR ,0.100,0.403,0.303,0.000,0.100,0.335,0.000,6,0.000,0.100,0.335,0.00,0,0,"1,689,398",0,0,0,0,0,0,0,0,0.335,"7,828",0.235
661500,PEEKSKILL,1,0,0.727,0.740,0.740,21-22 BLD AR ,0.100,0.840,0.674,0.000,0.100,0.827,0.000,3,0.036,0.100,0.863,0.00,0,0,"4,758,591",0,0,0,0,0,0,0,0,0.827,0,0.763
661601,PELHAM,1,0,0.394,0.409,0.409,NO DATA      ,0.100,0.509,0.351,0.000,0.100,0.494,0.000,6,0.000,0.100,0.494,0.00,0,0,"4,332,754",0,0,0,0,0,0,0,0,0.494,0,0.394
661800,RYE,1,0,0.000,0.149,0.149,81-82 BLD AR ,0.100,0.249,0.149,0.000,0.100,0.149,0.000,6,0.000,0.100,0.149,0.00,0,0,"741,986",0,0,0,0,0,0,0,0,0.100,0,0.049
661901,RYE NECK,1,0,0.253,0.253,0.253,CURRENT YEAR ,0.100,0.353,0.190,0.000,0.100,0.353,0.000,6,0.000,0.100,0.353,0.00,0,0,"1,298,606",0,0,0,0,0,0,0,0,0.353,"10,000",0.253
661904,PORT CHESTER,1,0,0.563,0.611,0.611,22-23 BLD AR ,0.100,0.711,0.201,0.000,0.100,0.663,0.000,3,0.028,0.100,0.691,0.00,0,0,"3,821,080",0,0,0,0,0,0,0,"2,400,000",0.663,"5,000",0.591
661905,BLIND BROOK-RY,1,0,0.168,0.283,0.283,81-82 BLD AR ,0.100,0.383,0.283,0.000,0.100,0.283,0.000,6,0.000,0.100,0.283,0.00,0,0,"1,843,464",0,0,0,0,0,0,0,"30,000",0.268,"8,630",0.183
662001,SCARSDALE,1,0,0.077,0.195,0.195,81-82 BLD AR ,0.100,0.295,0.195,0.000,0.100,0.195,0.000,6,0.000,0.100,0.195,0.00,0,0,"5,637,848",0,0,0,0,0,0,0,0,0.177,0,0.095
662101,SOMERS,1,0,0.310,0.352,0.352,81-82 BLD AR ,0.100,0.452,0.352,0.000,0.100,0.410,0.000,6,0.000,0.100,0.410,0.00,0,0,"2,745,210",0,0,0,0,0,0,0,0,0.410,"2,000",0.310
662200,WHITE PLAINS,1,0,0.272,0.289,0.289,20-21 BLD AR ,0.100,0.389,0.000,0.000,0.100,0.372,0.000,5,0.000,0.100,0.372,0.00,0,0,"6,988,824",0,0,0,0,0,0,0,"35,000",0.372,"100,000",0.272
662300,YONKERS,1,1,0.562,0.625,0.625,19-20 BLD AR ,0.100,0.725,0.404,0.000,0.100,0.662,0.000,2,0.028,0.100,0.690,0.00,"732,688","1,969,353","18,638,068","1,500","46,468",0,0,0,0,0,0,0.662,0,0.590
662401,LAKELAND,1,0,0.548,0.583,0.583,83-84 BLD AR ,0.100,0.683,0.583,0.000,0.100,0.648,0.000,5,0.000,0.100,0.648,0.00,0,0,"4,542,187",0,0,0,0,0,0,0,0,0.648,0,0.548
662402,YORKTOWN,1,0,0.488,0.520,0.520,NO DATA      ,0.100,0.620,0.509,0.000,0.100,0.588,0.000,6,0.000,0.100,0.588,0.00,0,0,"3,024,480",0,0,0,0,0,0,0,"35,000",0.588,0,0.488
670201,ATTICA,1,0,0.682,0.837,0.837,93-94 BLD AR ,0.100,0.937,0.837,0.000,0.100,0.837,0.000,5,0.000,0.100,0.837,0.00,0,0,"1,336,204",0,0,0,0,0,0,"100,000","2,000",0.782,0,0.737
670401,LETCHWORTH,1,0,0.784,0.859,0.859,93-94 BLD AR ,0.091,0.950,0.859,0.000,0.100,0.884,0.000,5,0.000,0.100,0.884,0.00,0,0,"1,311,106",0,0,0,0,0,0,"100,000",0,0.884,0,0.784
671002,WYOMING,1,0,0.643,0.801,0.801,93-94 BLD AR ,0.100,0.901,0.801,0.000,0.100,0.801,0.000,5,0.000,0.100,0.801,0.00,0,0,"416,434",0,0,0,0,0,0,"100,000",0,0.743,0,0.701
